Object Histogram:

Size	Count	Class description
16	1	sun.awt.X11.XKeyboardFocusManagerPeer
16	1	sun.net.ProgressMonitor
16	1	sun.awt.image.PixelConverter$RgbaPre
16	1	javax.swing.plaf.basic.BasicPopupMenuUI$MouseGrabber
16	1	java.util.regex.Pattern$JavaMirrored
16	1	sun.awt.image.PixelConverter
16	1	javax.swing.plaf.basic.BasicTreeUI$TreeDragGestureRecognizer
16	1	java.util.Collections$EmptyMap
16	1	java.awt.DefaultFocusTraversalPolicy
16	1	java.util.Collections$UnmodifiableSortedSet
16	1	sun.awt.X11.XAWTLookAndFeel$5
16	1	org.python.proxies.leoSwingFrame$keywordInserter$23
16	1	org.python.proxies.leoSwingFrame$leoFocusTraversalPolicy$45
16	1	org.python.proxies.leoSwingFrame$EditLabelEnabler$51
16	1	org.python.proxies.leoSwingFrame$inserter$30
16	1	javax.swing.plaf.basic.BasicTreeUI$Actions
16	1	java.util.regex.Pattern$JavaSpaceChar
16	1	java.util.regex.Pattern$JavaDigit
16	1	sun.awt.GlobalCursorManager$NativeUpdater
16	1	java.util.regex.Pattern$JavaLetterOrDigit
16	1	javax.swing.plaf.metal.MetalSeparatorUI
16	1	sun.awt.X11.XAWTLookAndFeel$12
16	1	java.util.regex.Pattern$JavaLowerCase
16	1	javax.swing.plaf.metal.OceanTheme$COIcon
16	1	javax.swing.plaf.basic.BasicBorders$SplitPaneDividerBorder
16	1	javax.swing.SwingDefaultFocusTraversalPolicy
16	1	sun.java2d.opengl.GLXGraphicsConfig$2
16	1	org.python.proxies.leoSwingFrame$hider$31
16	1	javax.swing.plaf.basic.BasicListUI$ListDragGestureRecognizer
16	1	javax.swing.plaf.basic.BasicDesktopPaneUI$Handler
16	1	sun.misc.Launcher
16	1	java.util.Collections$EmptyList
16	1	javax.swing.plaf.metal.MetalDesktopIconUI$TitleListener
16	1	org.python.core.CollectionIter2
16	1	org.python.core.PyFile$FileWrapper
16	1	java.util.regex.Pattern$JavaJavaIdentifierPart
16	1	java.util.Collections$SynchronizedCollection
16	1	leoTreeReloader$PositionComparator
16	1	java.util.regex.Pattern$All
16	1	java.util.regex.Pattern$LastNode
16	1	sun.awt.image.PixelConverter$Rgbx
16	1	sun.awt.datatransfer.TransferableProxy
16	1	javax.swing.plaf.metal.OceanTheme
16	1	javax.swing.plaf.metal.MetalInternalFrameTitlePane$MetalTitlePaneLayout
16	1	javax.swing.plaf.basic.BasicTableUI$TableDragGestureRecognizer
16	1	java.util.concurrent.atomic.AtomicReference
16	1	javax.swing.JViewport$1
16	1	java.awt.datatransfer.StringSelection
16	1	javax.imageio.spi.IIORegistry
16	1	java.awt.MutableBoolean
16	1	java.nio.charset.CoderResult$2
16	1	javax.swing.SwingContainerOrderFocusTraversalPolicy
16	1	javax.swing.text.DefaultStyledDocument$ChangeUpdateRunnable
16	1	sun.awt.X11.XDropTargetEventProcessor
16	1	leoHeadlineTreeCellEditor$HeadlineListener
16	1	sun.awt.X11.XAWTLookAndFeel$7
16	1	javax.swing.plaf.metal.MetalBorders$ToolBarBorder
16	1	sun.misc.FloatingDecimal$1
16	1	org.python.proxies.leoSwingFrame$leoSwingBody$44
16	1	org.python.proxies.leoSwingFrame$Editor$38
16	1	java.text.AttributedCharacterIterator$Attribute[]
16	1	javax.swing.JTree$TreeModelHandler
16	1	javax.swing.plaf.basic.BasicTreeUI$TreeTransferHandler
16	1	javax.swing.text.Highlighter$Highlight[]
16	1	sun.awt.image.PixelConverter$Ushort565Rgb
16	1	org.python.proxies.leoSwingFrame$cellEditorListener$50
16	1	sun.font.CMap$NullCMapClass
16	1	sun.util.calendar.Gregorian
16	1	org.python.proxies.leoSwingFrame$leoSwingTree$54
16	1	java.util.regex.Pattern$JavaIdentifierIgnorable
16	1	java.awt.EventDispatchThread$1
16	1	sun.awt.image.PixelConverter$ArgbPre
16	1	sun.awt.image.PixelConverter$Bgrx
16	1	org.python.core.PyNone
16	1	javax.swing.plaf.basic.BasicListUI$ListTransferHandler
16	1	javax.swing.plaf.metal.MetalDesktopIconUI$1
16	1	sun.awt.image.PixelConverter$ByteGray
16	1	javax.swing.plaf.basic.BasicLookAndFeel$PopupInvocationHelper
16	1	sun.awt.image.PixelConverter$Ushort555Rgb
16	1	javax.swing.plaf.basic.BasicPopupMenuUI$MenuKeyboardHelper$1
16	1	javax.swing.plaf.basic.BasicToolTipUI
16	1	javax.swing.plaf.metal.CachedPainter$Cache
16	1	sun.awt.image.PixelConverter$Rgba
16	1	java.util.regex.Pattern$JavaUpperCase
16	1	javax.swing.DefaultListModel
16	1	javax.swing.KeyboardManager
16	2	javax.swing.plaf.metal.MetalBorders$MenuItemBorder
16	1	javax.swing.plaf.basic.BasicTreeUI$NodeDimensionsHandler
16	1	org.python.core.PySingleton
16	1	org.python.proxies.leoSwingFrame$outlinetraveler$22
8	1	sun.reflect.GeneratedConstructorAccessor21
8	1	sun.reflect.GeneratedMethodAccessor135
8	1	sun.reflect.GeneratedMethodAccessor83
8	1	sun.reflect.GeneratedMethodAccessor196
8	1	javax.swing.Autoscroller
8	1	sun.reflect.GeneratedMethodAccessor146
8	1	sun.reflect.GeneratedConstructorAccessor29
8	1	sun.reflect.GeneratedMethodAccessor128
8	1	javax.swing.plaf.basic.BasicRootPaneUI
8	1	sun.reflect.GeneratedMethodAccessor227
8	1	javax.swing.plaf.metal.MetalBorders$InternalFrameBorder
8	1	sun.reflect.GeneratedMethodAccessor126
8	1	sun.reflect.GeneratedMethodAccessor35
8	1	sun.reflect.GeneratedConstructorAccessor25
8	1	sun.reflect.GeneratedMethodAccessor199
8	1	posixpath$py
8	1	sun.reflect.GeneratedMethodAccessor188
8	1	sun.reflect.GeneratedMethodAccessor138
8	1	java.awt.Component$AWTTreeLock
8	1	sun.reflect.GeneratedMethodAccessor19
8	1	sun.reflect.GeneratedMethodAccessor231
8	1	sun.reflect.GeneratedConstructorAccessor35
8	1	org.python.pycode._pyx2
8	1	leoColor$py
8	1	sun.reflect.GeneratedConstructorAccessor12
8	1	sun.reflect.GeneratedConstructorAccessor10
8	1	sun.awt.X11.XWM$2
8	1	sun.reflect.GeneratedConstructorAccessor26
8	1	sun.reflect.GeneratedMethodAccessor159
8	1	sun.reflect.GeneratedMethodAccessor222
8	1	sun.reflect.GeneratedMethodAccessor91
8	1	sun.reflect.GeneratedMethodAccessor98
8	1	sun.reflect.GeneratedMethodAccessor119
8	1	sun.reflect.GeneratedMethodAccessor70
8	1	sun.reflect.GeneratedMethodAccessor122
8	1	sun.reflect.GeneratedMethodAccessor141
8	1	pdb$py
8	1	sun.reflect.GeneratedConstructorAccessor30
8	1	sun.reflect.GeneratedMethodAccessor16
8	1	sun.reflect.GeneratedMethodAccessor207
8	1	sun.reflect.GeneratedMethodAccessor21
8	1	sun.reflect.GeneratedConstructorAccessor37
8	1	leoConfig$py
8	1	sun.reflect.GeneratedMethodAccessor225
8	1	sun.reflect.GeneratedConstructorAccessor33
8	1	sun.reflect.GeneratedMethodAccessor27
8	1	sun.reflect.GeneratedMethodAccessor22
8	1	sun.reflect.GeneratedMethodAccessor166
8	1	java.lang.reflect.ReflectAccess
8	1	sun.reflect.GeneratedMethodAccessor201
8	1	sun.misc.Launcher$Factory
8	1	sun.reflect.GeneratedMethodAccessor69
8	1	leoSwingFrame$py
8	1	sun.reflect.GeneratedMethodAccessor43
8	1	sun.reflect.GeneratedConstructorAccessor13
8	1	sun.reflect.GeneratedMethodAccessor72
8	1	sun.reflect.GeneratedMethodAccessor13
8	1	sun.reflect.GeneratedMethodAccessor213
8	1	java.lang.System$2
8	1	sun.reflect.GeneratedMethodAccessor71
8	1	java.lang.Terminator$1
8	1	javax.swing.plaf.metal.MetalBorders$PopupMenuBorder
8	1	sun.reflect.GeneratedMethodAccessor115
8	1	leoSwingGui$py
8	1	linecache$py
8	1	sun.reflect.GeneratedMethodAccessor191
8	1	sun.java2d.loops.GraphicsPrimitiveMgr$2
8	1	sun.reflect.GeneratedMethodAccessor12
8	1	sun.awt.X11.XDropTargetContextPeer$XDropTargetProtocolListenerImpl
8	1	sun.reflect.GeneratedMethodAccessor177
8	1	sun.font.X11TextRenderer
8	1	sun.reflect.GeneratedMethodAccessor167
8	1	leoGlobals$py
8	1	sun.awt.DebugHelperStub
8	1	profile$py
8	1	sun.reflect.GeneratedMethodAccessor210
8	1	sun.reflect.GeneratedMethodAccessor127
8	1	javax.swing.plaf.basic.BasicPanelUI
8	1	sun.reflect.GeneratedConstructorAccessor31
8	1	sun.reflect.GeneratedMethodAccessor129
8	1	leoSwingFind$py
8	1	leoSwingMenu$py
8	1	bdb$py
8	1	sun.reflect.GeneratedConstructorAccessor6
8	1	sun.reflect.GeneratedMethodAccessor120
8	1	sun.reflect.GeneratedMethodAccessor208
8	1	leoAtFile$py
8	1	sun.reflect.GeneratedMethodAccessor205
8	1	sun.java2d.pipe.OutlineTextRenderer
8	1	sun.reflect.GeneratedConstructorAccessor2
8	1	sun.reflect.GeneratedMethodAccessor40
8	1	sun.reflect.GeneratedMethodAccessor108
8	1	sun.reflect.GeneratedMethodAccessor30
8	1	sun.reflect.GeneratedConstructorAccessor20
8	1	sun.reflect.GeneratedMethodAccessor29
8	1	sun.reflect.GeneratedMethodAccessor10
8	1	sun.reflect.GeneratedMethodAccessor161
8	1	sun.reflect.GeneratedMethodAccessor105
8	1	sun.reflect.GeneratedMethodAccessor211
8	1	javax.swing.text.SimpleAttributeSet$EmptyAttributeSet
8	1	sun.reflect.GeneratedMethodAccessor78
8	1	JyTest$py
8	1	org.tmatesoft.svn.core.internal.io.dav.IDAVSSLManager$1
8	1	sun.reflect.GeneratedMethodAccessor96
8	1	javax.swing.text.DefaultEditorKit
8	1	sun.reflect.GeneratedMethodAccessor172
8	1	sun.reflect.GeneratedMethodAccessor15
8	1	sun.reflect.GeneratedMethodAccessor102
8	1	sun.reflect.GeneratedMethodAccessor42
8	1	sun.reflect.GeneratedMethodAccessor209
8	1	java.awt.GraphicsCallback$PaintCallback
8	1	sun.awt.NullComponentPeer
8	1	sun.reflect.GeneratedMethodAccessor187
8	1	sun.reflect.GeneratedMethodAccessor117
8	1	leoFrame$py
8	1	java.util.Hashtable$EmptyIterator
8	1	sun.reflect.GeneratedMethodAccessor89
8	1	sun.reflect.GeneratedConstructorAccessor4
8	1	sun.reflect.GeneratedMethodAccessor17
8	1	sun.reflect.GeneratedMethodAccessor121
8	1	fnmatch$py
8	1	leoApp$py
8	1	sun.reflect.GeneratedMethodAccessor220
8	1	sun.reflect.GeneratedMethodAccessor229
8	1	sun.reflect.GeneratedMethodAccessor131
8	1	sun.misc.Unsafe
8	1	zlib$py
8	1	sun.reflect.GeneratedMethodAccessor144
8	1	org.tmatesoft.svn.core.internal.ws.fs.FSEntryFactory
8	1	sun.reflect.GeneratedMethodAccessor156
8	1	sun.reflect.GeneratedMethodAccessor77
8	1	sun.reflect.GeneratedMethodAccessor18
8	1	pickle$py
8	1	sun.java2d.pipe.LoopPipe
8	1	sun.reflect.GeneratedMethodAccessor160
8	1	sun.reflect.GeneratedConstructorAccessor11
8	1	sun.reflect.GeneratedMethodAccessor221
8	1	sun.reflect.GeneratedMethodAccessor142
8	1	sun.reflect.GeneratedMethodAccessor99
8	1	sun.reflect.GeneratedMethodAccessor179
8	1	sre_constants$py
8	1	java.lang.ref.Reference$Lock
8	1	sun.reflect.GeneratedMethodAccessor163
8	1	javax.swing.text.SimpleAttributeSet$1
8	1	sre$py
8	1	sun.reflect.GeneratedMethodAccessor68
8	1	codecs$py
8	1	sun.reflect.GeneratedMethodAccessor111
8	1	sun.reflect.GeneratedMethodAccessor37
8	1	sre_compile$py
8	1	sun.reflect.GeneratedMethodAccessor189
8	1	inspect$py
8	1	sun.reflect.GeneratedMethodAccessor25
8	1	java.util.jar.JavaUtilJarAccessImpl
8	1	sun.reflect.GeneratedConstructorAccessor19
8	1	difflib$py
8	1	sun.reflect.GeneratedMethodAccessor176
8	1	sun.reflect.GeneratedConstructorAccessor23
8	1	sun.reflect.GeneratedMethodAccessor181
8	1	sun.reflect.GeneratedMethodAccessor106
8	1	org.tmatesoft.svn.core.internal.io.svn.ISVNConnectorFactory$1
8	1	sre_parse$py
8	1	sun.reflect.GeneratedMethodAccessor56
8	1	sun.reflect.GeneratedMethodAccessor204
8	1	sun.reflect.GeneratedMethodAccessor206
8	1	sun.reflect.GeneratedMethodAccessor134
8	1	pstats$py
8	1	javax.swing.plaf.metal.MetalBorders$ScrollPaneBorder
8	1	java.util.Hashtable$EmptyEnumerator
8	1	sun.reflect.GeneratedConstructorAccessor1
8	1	encodings.utf_8$py
8	1	javax.swing.ViewportLayout
8	1	sun.reflect.GeneratedMethodAccessor47
8	1	sun.reflect.GeneratedMethodAccessor149
8	1	sun.reflect.GeneratedMethodAccessor79
8	1	sun.reflect.GeneratedMethodAccessor23
8	1	sun.reflect.GeneratedMethodAccessor175
8	1	sun.reflect.GeneratedMethodAccessor36
8	1	org.python.core.ThreadStateMapping2
8	1	sun.awt.X11.XProtocol$1
8	1	sun.reflect.GeneratedMethodAccessor171
8	1	sun.reflect.GeneratedConstructorAccessor18
8	1	sun.reflect.GeneratedMethodAccessor104
8	1	sun.net.www.protocol.file.Handler
8	1	base64$py
8	1	sun.reflect.GeneratedMethodAccessor93
8	1	sun.reflect.GeneratedMethodAccessor226
8	1	sun.reflect.GeneratedMethodAccessor183
8	1	sun.reflect.GeneratedMethodAccessor6
8	1	sun.reflect.GeneratedConstructorAccessor24
8	1	sun.reflect.GeneratedMethodAccessor190
8	1	sun.reflect.GeneratedMethodAccessor8
8	1	sun.reflect.GeneratedMethodAccessor170
8	1	leoUndo$py
8	1	sun.reflect.GeneratedMethodAccessor151
8	1	java.net.UnknownContentHandler
8	1	sun.reflect.GeneratedMethodAccessor94
8	1	sun.reflect.GeneratedMethodAccessor81
8	1	sun.reflect.GeneratedMethodAccessor200
8	1	shutil$py
8	1	sun.reflect.GeneratedConstructorAccessor15
8	1	sun.reflect.GeneratedMethodAccessor52
8	1	StringIO$py
8	1	sun.reflect.GeneratedConstructorAccessor27
8	1	sun.reflect.GeneratedMethodAccessor186
8	1	sun.reflect.GeneratedMethodAccessor180
8	1	sun.awt.X11.XKeyboardFocusManagerPeer$1
8	1	SwingMacs$py
8	1	sun.reflect.GeneratedConstructorAccessor7
8	1	org.python.pycode._pyx3
8	1	leoSwingPrint$py
8	1	javax.swing.plaf.metal.MetalIconFactory$MenuArrowIcon
8	1	string$py
8	1	leoPlugins$py
8	1	sun.java2d.pipe.AATextRenderer
8	1	sun.reflect.GeneratedMethodAccessor32
8	1	sun.awt.X11.XDataTransferer
8	1	sun.reflect.GeneratedMethodAccessor233
8	1	tokenize$py
8	1	sun.reflect.GeneratedMethodAccessor197
8	1	javax.swing.text.StyledEditorKit$StyledViewFactory
8	1	sun.reflect.GeneratedMethodAccessor45
8	1	sun.awt.X11.XSelection$IncrementalTransferHandler
8	1	sun.reflect.GeneratedMethodAccessor92
8	1	sun.reflect.GeneratedMethodAccessor125
8	1	org.python.core.CollectionProxy2
8	1	sun.reflect.GeneratedConstructorAccessor17
8	1	javashell$py
8	1	tempfile$py
8	1	sun.reflect.GeneratedMethodAccessor153
8	1	marshal$py
8	1	sun.reflect.GeneratedMethodAccessor20
8	1	sun.reflect.GeneratedMethodAccessor64
8	1	sun.reflect.GeneratedMethodAccessor203
8	1	sun.reflect.GeneratedMethodAccessor164
8	1	stat$py
8	1	sun.reflect.GeneratedConstructorAccessor3
8	1	sun.reflect.GeneratedMethodAccessor107
8	1	sun.reflect.GeneratedMethodAccessor152
8	1	sun.reflect.GeneratedMethodAccessor112
8	1	sun.reflect.GeneratedConstructorAccessor34
8	1	glob$py
8	1	sun.reflect.GeneratedMethodAccessor61
8	1	JLibrary$py
8	1	sun.reflect.GeneratedMethodAccessor39
8	1	leoImport$py
8	1	sun.reflect.GeneratedMethodAccessor212
8	1	sun.reflect.GeneratedMethodAccessor116
8	1	javaos$py
8	1	sun.reflect.GeneratedMethodAccessor80
8	1	sun.reflect.GeneratedMethodAccessor150
8	1	sun.reflect.GeneratedConstructorAccessor32
8	1	sun.reflect.GeneratedMethodAccessor84
8	1	javax.swing.SystemEventQueueUtilities$RunnableCanvasGraphics
8	1	javax.swing.plaf.metal.MetalIconFactory$CheckBoxIcon
8	1	sun.reflect.GeneratedMethodAccessor168
8	1	sun.reflect.GeneratedMethodAccessor178
8	1	sun.reflect.GeneratedMethodAccessor46
8	1	sun.reflect.ReflectionFactory
8	1	sun.reflect.GeneratedMethodAccessor60
8	1	sun.reflect.GeneratedMethodAccessor173
8	1	sun.java2d.pipe.AlphaPaintPipe
8	1	sun.reflect.GeneratedMethodAccessor28
8	1	dumbdbm$py
8	1	sun.reflect.GeneratedMethodAccessor230
8	1	sun.reflect.GeneratedMethodAccessor4
8	1	cmd$py
8	1	sun.reflect.GeneratedMethodAccessor67
8	1	leoNodes$py
8	1	sun.reflect.GeneratedMethodAccessor218
8	1	org.tmatesoft.svn.core.internal.io.dav.DAVRepositoryFactory
8	1	sun.reflect.GeneratedMethodAccessor214
8	1	sun.reflect.GeneratedMethodAccessor232
8	1	sun.reflect.GeneratedMethodAccessor162
8	1	sun.reflect.GeneratedMethodAccessor174
8	1	sun.reflect.GeneratedMethodAccessor38
8	1	sun.reflect.GeneratedMethodAccessor26
8	1	site$py
8	1	sun.reflect.GeneratedMethodAccessor198
8	1	sun.java2d.pipe.AlphaColorPipe
8	1	javax.swing.UIManager$2
8	1	sun.reflect.GeneratedMethodAccessor31
8	1	sun.reflect.GeneratedConstructorAccessor8
8	1	sun.java2d.pipe.GeneralCompositePipe
8	1	sun.reflect.GeneratedMethodAccessor184
8	1	sun.reflect.GeneratedMethodAccessor109
8	1	leoFileCommands$py
8	1	sun.reflect.GeneratedMethodAccessor73
8	1	org.python.pycode._pyx0
8	1	leoTangle$py
8	1	sun.reflect.GeneratedMethodAccessor147
8	1	sun.reflect.GeneratedMethodAccessor3
8	1	sun.reflect.GeneratedMethodAccessor50
8	1	sun.reflect.GeneratedMethodAccessor157
8	1	sun.awt.X11.XToolkit$5
8	1	javax.swing.plaf.basic.BasicViewportUI
8	1	UserDict$py
8	1	sun.reflect.GeneratedMethodAccessor86
8	1	sun.reflect.GeneratedMethodAccessor58
8	1	sun.reflect.GeneratedMethodAccessor118
8	1	javax.swing.tree.DefaultMutableTreeNode$1
8	1	sun.reflect.GeneratedMethodAccessor48
8	1	sun.java2d.pipe.DrawImage
8	1	sun.reflect.GeneratedMethodAccessor136
8	1	sun.reflect.GeneratedMethodAccessor194
8	1	sun.reflect.GeneratedConstructorAccessor28
8	1	sun.net.DefaultProgressMeteringPolicy
8	1	sun.reflect.GeneratedConstructorAccessor22
8	1	sun.java2d.loops.GraphicsPrimitiveMgr$1
8	1	sun.java2d.SunGraphicsEnvironment$TTFilter
8	1	leo$py
8	1	org.tmatesoft.svn.core.internal.io.svn.SVNRepositoryFactoryImpl
8	1	sun.reflect.GeneratedMethodAccessor11
8	1	sun.reflect.GeneratedConstructorAccessor5
8	1	sun.misc.ASCIICaseInsensitiveComparator
8	1	sun.reflect.GeneratedMethodAccessor9
8	1	sun.reflect.GeneratedConstructorAccessor9
8	1	sun.reflect.GeneratedMethodAccessor228
8	1	java.util.Collections$EmptySet
8	1	sun.reflect.GeneratedMethodAccessor195
8	1	sun.reflect.GeneratedMethodAccessor234
8	1	sun.reflect.GeneratedMethodAccessor192
8	1	sun.reflect.GeneratedMethodAccessor130
8	1	sun.reflect.GeneratedMethodAccessor110
8	1	sun.reflect.GeneratedMethodAccessor132
8	1	sun.reflect.GeneratedMethodAccessor158
8	1	java.lang.Runtime
8	1	traceback$py
8	1	sun.java2d.pipe.ValidatePipe
8	1	sun.reflect.GeneratedMethodAccessor100
8	1	sun.reflect.GeneratedMethodAccessor185
8	1	sun.reflect.GeneratedConstructorAccessor16
8	1	sun.reflect.GeneratedMethodAccessor139
8	1	sun.reflect.GeneratedMethodAccessor215
8	1	sun.awt.X11.XToolkitThreadBlockedHandler
8	1	sun.reflect.GeneratedMethodAccessor2
8	1	javax.swing.plaf.metal.MetalBorders$TextFieldBorder
8	1	sun.reflect.GeneratedMethodAccessor137
8	1	leoGui$py
8	1	javax.swing.text.FlowView$FlowStrategy
8	1	copy_reg$py
8	1	sun.reflect.GeneratedMethodAccessor41
8	1	leoFind$py
8	1	sun.reflect.GeneratedMethodAccessor148
8	1	leoMenu$py
8	1	leoCommands$py
8	1	leoTest$py
8	1	sun.reflect.GeneratedMethodAccessor5
8	1	sun.awt.X11.XToolkit$1
8	1	sun.reflect.GeneratedMethodAccessor54
8	1	sun.reflect.GeneratedMethodAccessor74
8	1	sun.reflect.GeneratedMethodAccessor63
8	1	unittest$py
8	1	doctest$py
8	1	encodings$py
8	1	sun.reflect.GeneratedMethodAccessor65
8	1	sun.reflect.GeneratedMethodAccessor49
8	1	org.tmatesoft.svn.core.internal.io.dav.IDAVProxyManager$1
8	1	sun.nio.ch.FileDispatcher
8	1	sun.reflect.GeneratedMethodAccessor55
8	1	java.lang.String$CaseInsensitiveComparator
8	1	sun.reflect.GeneratedMethodAccessor219
8	1	sun.reflect.GeneratedMethodAccessor33
8	1	sun.reflect.GeneratedMethodAccessor154
8	1	sun.reflect.GeneratedMethodAccessor24
8	1	sun.reflect.GeneratedMethodAccessor155
8	1	sun.reflect.GeneratedMethodAccessor34
8	1	sun.reflect.GeneratedMethodAccessor51
8	1	javax.swing.plaf.metal.MetalLabelUI
8	1	sun.net.www.protocol.jar.JarFileFactory
8	1	sun.reflect.GeneratedMethodAccessor44
8	1	sun.reflect.GeneratedMethodAccessor82
8	1	javax.swing.plaf.basic.BasicLabelUI
8	1	repr$py
8	1	sun.awt.X11.XSelection$SelectionEventHandler
8	1	sun.reflect.GeneratedMethodAccessor140
8	1	sun.reflect.GeneratedMethodAccessor143
8	1	sun.java2d.pipe.SolidTextRenderer
8	1	sun.reflect.GeneratedMethodAccessor217
8	1	sun.awt.X11SurfaceData$LazyPipe
8	1	sun.awt.X11.XWM$1
8	1	sun.reflect.GeneratedMethodAccessor62
8	1	sun.reflect.GeneratedMethodAccessor202
8	1	javax.swing.plaf.metal.MetalIconFactory$MenuItemArrowIcon
8	1	sun.awt.X11.XInputMethodDescriptor
8	1	sun.reflect.GeneratedMethodAccessor113
8	1	sun.reflect.GeneratedMethodAccessor124
8	1	sun.reflect.GeneratedMethodAccessor7
8	1	sun.reflect.GeneratedMethodAccessor145
8	1	sun.reflect.GeneratedMethodAccessor133
8	1	sun.reflect.GeneratedMethodAccessor59
8	1	sun.reflect.GeneratedMethodAccessor14
8	1	javax.swing.plaf.metal.MetalIconFactory$RadioButtonIcon
8	1	javax.swing.plaf.metal.MetalBorders$MenuBarBorder
8	1	sun.reflect.GeneratedMethodAccessor193
8	1	sun.reflect.GeneratedMethodAccessor75
8	1	sun.reflect.GeneratedMethodAccessor88
8	1	sun.reflect.GeneratedMethodAccessor66
8	1	sun.reflect.GeneratedConstructorAccessor14
8	1	sun.reflect.GeneratedMethodAccessor76
8	1	sun.reflect.GeneratedMethodAccessor182
8	1	sun.awt.image.ImageWatched$Link
8	1	javapath$py
8	1	sun.reflect.GeneratedMethodAccessor224
8	1	sun.reflect.GeneratedMethodAccessor97
8	1	sun.reflect.GeneratedMethodAccessor114
8	1	sun.reflect.GeneratedMethodAccessor87
8	1	org.python.pycode._pyx1
8	1	sun.java2d.SunGraphicsEnvironment$T1Filter
8	1	sun.reflect.GeneratedMethodAccessor90
8	1	java.awt.Container$MouseEventTargetFilter
8	1	sun.reflect.GeneratedMethodAccessor103
8	1	javax.swing.plaf.basic.BasicToolTipUI$PropertyChangeHandler
8	1	__future__$py
8	1	token$py
8	1	sun.reflect.GeneratedMethodAccessor85
8	1	sun.reflect.GeneratedMethodAccessor169
8	1	sun.reflect.GeneratedMethodAccessor57
8	1	sun.reflect.GeneratedMethodAccessor95
8	1	sun.java2d.Disposer
8	1	sun.reflect.GeneratedMethodAccessor123
8	1	sun.reflect.GeneratedConstructorAccessor36
8	1	sun.reflect.GeneratedMethodAccessor53
8	1	java.util.Collections$ReverseComparator
8	1	sun.reflect.GeneratedMethodAccessor165
8	1	sun.reflect.GeneratedMethodAccessor223
8	1	sun.reflect.GeneratedMethodAccessor101
8	1	javax.swing.plaf.metal.MetalInternalFrameUI$MetalPropertyChangeHandler
8	1	sun.reflect.GeneratedMethodAccessor216
8	1	sun.java2d.pipe.NullPipe
